State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Killeen-Temple,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,160,9.04,18800,2000
TX,Killeen-Temple,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",30,13.2,27460,2000
TX,Killeen-Temple,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1270,7.1,14770,2000
TX,Killeen-Temple,Maids and Housekeeping Cleaners,450,6.34,13180,2000
TX,Killeen-Temple,Pest Control Workers,**,11.61,24140,2000
TX,Killeen-Temple,Landscaping and Groundskeeping Workers,330,8.4,17470,2000
TX,Killeen-Temple,Personal Care and Service Occupations,2590,7.54,15680,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Personal Service Workers,40,13.55,28190,2000
TX,Killeen-Temple,Nonfarm Animal Caretakers,70,7.78,16180,2000
TX,Killeen-Temple,Gaming and Sports Book Writers and Runners,30,9.79,20370,2000
TX,Killeen-Temple,Amusement and Recreation Attendants,70,10.28,21390,2000
TX,Killeen-Temple,Funeral Attendants,40,8.14,16930,2000
TX,Killeen-Temple,"Hairdressers, Hairstylists, and Cosmetologists",390,9.43,19620,2000
TX,Killeen-Temple,Manicurists and Pedicurists,**,11.42,23750,2000
TX,Killeen-Temple,Child Care Workers,390,6.27,13050,2000
TX,Killeen-Temple,Recreation Workers,150,10.82,22490,2000
TX,Killeen-Temple,Sales and Related Occupations,10970,9.59,19940,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Retail Sales Workers,1100,12.61,26230,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Non-Retail Sales Workers,190,17.6,36610,2000
TX,Killeen-Temple,Cashiers,2660,7,14550,2000
TX,Killeen-Temple,Counter and Rental Clerks,290,7.4,15380,2000
TX,Killeen-Temple,Parts Salespersons,170,10.51,21870,2000
TX,Killeen-Temple,Retail Salespersons,3390,9.24,19230,2000
TX,Killeen-Temple,Advertising Sales Agents,100,21.46,44640,2000
TX,Killeen-Temple,Insurance Sales Agents,150,12.39,25770,2000
TX,Killeen-Temple,Travel Agents,30,10.39,21620,2000
TX,Killeen-Temple,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",510,17.01,35390,2000
TX,Killeen-Temple,Real Estate Sales Agents,40,10.17,21160,2000
TX,Killeen-Temple,Sales Engineers,**,27.2,56580,2000
TX,Killeen-Temple,Telemarketers,**,7.77,16150,2000
TX,Killeen-Temple,Office and Administrative Support Occupations,16920,10.19,21190,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Office and Administrative Support Workers,800,15.19,31600,2000
TX,Killeen-Temple,"Switchboard Operators, Including Answering Service",120,8.79,18280,2000
TX,Killeen-Temple,Bill and Account Collectors,330,10.31,21440,2000
TX,Killeen-Temple,Billing and Posting Clerks and Machine Operators,260,9.38,19510,2000
TX,Killeen-Temple,"Bookkeeping, Accounting, and Auditing Clerks",990,10.42,21670,2000
TX,Killeen-Temple,Payroll and Timekeeping Clerks,130,12.08,25120,2000
TX,Killeen-Temple,Procurement Clerks,160,13.64,28370,2000
TX,Killeen-Temple,Tellers,720,8.71,18120,2000
TX,Killeen-Temple,"Court, Municipal, and License Clerks",30,8.84,18380,2000
TX,Killeen-Temple,"Credit Authorizers, Checkers, and Clerks",60,11.45,23810,2000
TX,Killeen-Temple,Customer Service Representatives,3550,8.41,17490,2000
TX,Killeen-Temple,File Clerks,70,8.99,18700,2000
TX,Killeen-Temple,"Hotel, Motel, and Resort Desk Clerks",150,7.07,14710,2000
TX,Killeen-Temple,"Interviewers, Except Eligibility and Loan",**,8.71,18110,2000
TX,Killeen-Temple,"Library Assistants, Clerical",90,7.85,16330,2000
TX,Killeen-Temple,Loan Interviewers and Clerks,140,9.55,19860,2000
TX,Killeen-Temple,New Accounts Clerks,40,11.66,24250,2000
TX,Killeen-Temple,Order Clerks,150,10.27,21360,2000
TX,Killeen-Temple,"Human Resources Assistants, Except Payroll and Timekeeping",190,13.22,27490,2000
TX,Killeen-Temple,Receptionists and Information Clerks,580,8.2,17050,2000
TX,Killeen-Temple,Cargo and Freight Agents,**,13.31,27690,2000
TX,Killeen-Temple,Couriers and Messengers,90,7.89,16400,2000
TX,Killeen-Temple,"Dispatchers, Except Police, Fire, and Ambulance",30,10.21,21230,2000
TX,Killeen-Temple,"Meter Readers, Utilities",40,8.98,18680,2000
TX,Killeen-Temple,"Production, Planning, and Expediting Clerks",70,13.73,28550,2000
TX,Killeen-Temple,"Shipping, Receiving, and Traffic Clerks",360,10.01,20830,2000
TX,Killeen-Temple,Stock Clerks and Order Fillers,1070,8.84,18390,2000
TX,Killeen-Temple,Executive Secretaries and Administrative Assistants,730,12.57,26140,2000
TX,Killeen-Temple,Legal Secretaries,50,10.11,21030,2000
TX,Killeen-Temple,"Secretaries, Except Legal, Medical, and Executive",1860,9.3,19350,2000
TX,Killeen-Temple,Computer Operators,100,10.8,22460,2000
TX,Killeen-Temple,Data Entry Keyers,100,8.72,18130,2000
TX,Killeen-Temple,Word Processors and Typists,70,11.77,24490,2000
TX,Killeen-Temple,Insurance Claims and Policy Processing Clerks,40,11.35,23600,2000
TX,Killeen-Temple,"Mail Clerks and Mail Machine Operators, Except Postal Service",170,9.63,20030,2000
TX,Killeen-Temple,"Office Clerks, General",1220,8.86,18440,2000
TX,Killeen-Temple,"Farming, Fishing, and Forestry Occupations",100,8.11,16860,2000
TX,Killeen-Temple,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",**,9.97,20740,2000
TX,Killeen-Temple,"Farmworkers, Farm and Ranch Animals",40,7.06,14690,2000
TX,Killeen-Temple,Construction and Extraction Occupations,3450,12.23,25450,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,400,17.6,36600,2000
TX,Killeen-Temple,Carpenters,350,11.89,24730,2000
TX,Killeen-Temple,Carpet Installers,**,13.45,27980,2000
TX,Killeen-Temple,Tile and Marble Setters,40,10.54,21930,2000
TX,Killeen-Temple,Cement Masons and Concrete Finishers,160,10.38,21590,2000
TX,Killeen-Temple,Construction Laborers,470,8.02,16680,2000
TX,Killeen-Temple,"Paving, Surfacing, and Tamping Equipment Operators",100,10.4,21640,2000
TX,Killeen-Temple,Operating Engineers and Other Construction Equipment Operators,240,11.38,23660,2000
TX,Killeen-Temple,Electricians,400,14.71,30600,2000
TX,Killeen-Temple,"Painters, Construction and Maintenance",70,12.61,26220,2000
TX,Killeen-Temple,"Plumbers, Pipefitters, and Steamfitters",180,14.17,29480,2000
TX,Killeen-Temple,Roofers,40,11.43,23760,2000
TX,Killeen-Temple,Sheet Metal Workers,**,11.11,23120,2000
TX,Killeen-Temple,Helpers--Carpenters,80,10.15,21110,2000
TX,Killeen-Temple,Helpers--Electricians,140,10.63,22110,2000
TX,Killeen-Temple,Construction and Building Inspectors,30,13.58,28250,2000
TX,Killeen-Temple,Fence Erectors,**,14.09,29300,2000
TX,Killeen-Temple,Highway Maintenance Workers,40,11.81,24560,2000
TX,Killeen-Temple,"Installation, Maintenance, and Repair Occupations",4820,13.4,27870,2000
TX,Killeen-Temple,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",300,19.29,40120,2000
TX,Killeen-Temple,"Computer, Automated Teller, and Office Machine Repairers",50,14.52,30210,2000
TX,Killeen-Temple,"Electric Motor, Power Tool, and Related Repairers",80,17.39,36170,2000
TX,Killeen-Temple,Electronic Home Entertainment Equipment Installers and Repairers,**,11.73,24400,2000
TX,Killeen-Temple,Automotive Body and Related Repairers,150,17.36,36120,2000
TX,Killeen-Temple,Automotive Service Technicians and Mechanics,810,13.8,28700,2000
TX,Killeen-Temple,Bus and Truck Mechanics and Diesel Engine Specialists,80,16.18,33650,2000
TX,Killeen-Temple,"Mobile Heavy Equipment Mechanics, Except Engines",140,14.3,29740,2000
TX,Killeen-Temple,Tire Repairers and Changers,**,9.42,19590,2000
TX,Killeen-Temple,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",380,14.36,29870,2000
TX,Killeen-Temple,"Maintenance and Repair Workers, General",1000,9.78,20350,2000
TX,Killeen-Temple,"Maintenance Workers, Machinery",**,11.08,23050,2000
TX,Killeen-Temple,Telecommunications Line Installers and Repairers,**,20.67,42980,2000
TX,Killeen-Temple,Medical Equipment Repairers,**,11.93,24810,2000
TX,Killeen-Temple,"Coin, Vending, and Amusement Machine Servicers and Repairers",**,9.58,19920,2000
TX,Killeen-Temple,"Helpers--Installation, Maintenance, and Repair Workers",150,9.17,19080,2000
TX,Killeen-Temple,Production Occupations,7070,9.56,19870,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Production and Operating Workers,350,14.23,29610,2000
TX,Killeen-Temple,Team Assemblers,1900,8.26,17170,2000
TX,Killeen-Temple,Butchers and Meat Cutters,90,12.87,26770,2000
TX,Killeen-Temple,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",**,8.89,18490,2000
TX,Killeen-Temple,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",90,9.58,19930,2000
TX,Killeen-Temple,Machinists,120,13.14,27330,2000
TX,Killeen-Temple,Tool and Die Makers,**,16.06,33410,2000
TX,Killeen-Temple,"Welders, Cutters, Solderers, and Brazers",220,10.45,21740,2000
TX,Killeen-Temple,Job Printers,30,11.99,24940,2000
TX,Killeen-Temple,Prepress Technicians and Workers,70,9.11,18950,2000
TX,Killeen-Temple,Laundry and Dry-Cleaning Workers,130,8.91,18520,2000
TX,Killeen-Temple,"Pressers, Textile, Garment, and Related Materials",50,7.01,14580,2000
TX,Killeen-Temple,Sewing Machine Operators,**,8.31,17290,2000
TX,Killeen-Temple,Upholsterers,30,9.66,20080,2000
TX,Killeen-Temple,Cabinetmakers and Bench Carpenters,90,8.79,18270,2000
TX,Killeen-Temple,Stationary Engineers and Boiler Operators,30,14.3,29740,2000
TX,Killeen-Temple,Water and Liquid Waste Treatment Plant and System Operators,**,9.82,20440,2000
TX,Killeen-Temple,"Inspectors, Testers, Sorters, Samplers, and Weighers",290,9.3,19340,2000
TX,Killeen-Temple,Ophthalmic Laboratory Technicians,30,7.48,15550,2000
TX,Killeen-Temple,Packaging and Filling Machine Operators and Tenders,30,7.67,15950,2000
TX,Killeen-Temple,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",**,9.37,19480,2000
TX,Killeen-Temple,"Painters, Transportation Equipment",70,17.16,35690,2000
TX,Killeen-Temple,Photographic Processing Machine Operators,40,6.6,13730,2000
TX,Killeen-Temple,Helpers--Production Workers,230,9.02,18760,2000
TX,Killeen-Temple,Transportation and Material Moving Occupations,5330,10.46,21750,2000
TX,Killeen-Temple,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",**,16.73,34800,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,90,20.65,42940,2000
TX,Killeen-Temple,"Bus Drivers, School",360,8.76,18230,2000
TX,Killeen-Temple,Driver/Sales Workers,250,11.21,23310,2000
TX,Killeen-Temple,"Truck Drivers, Heavy and Tractor-Trailer",1100,13.25,27570,2000
TX,Killeen-Temple,"Truck Drivers, Light Or Delivery Services",550,10.67,22190,2000
TX,Killeen-Temple,Service Station Attendants,150,7.08,14720,2000
TX,Killeen-Temple,Excavating and Loading Machine and Dragline Operators,**,10.75,22350,2000
TX,Killeen-Temple,Industrial Truck and Tractor Operators,180,9.38,19510,2000
TX,Killeen-Temple,Cleaners of Vehicles and Equipment,290,6.17,12830,2000
TX,Killeen-Temple,"Laborers and Freight, Stock, and Material Movers, Hand",1140,9.15,19030,2000
TX,Killeen-Temple,"Packers and Packagers, Hand",590,6.88,14310,2000
TX,Killeen-Temple,Refuse and Recyclable Material Collectors,80,12.59,26180,2000
TX,Laredo,Management Occupations,4070,25.16,52330,2000
TX,Laredo,Chief Executives,370,40.75,84760,2000
TX,Laredo,General and Operations Managers,1250,24.57,51100,2000
TX,Laredo,Advertising and Promotions Managers,30,16.82,34980,2000
TX,Laredo,Sales Managers,130,29.34,61030,2000
TX,Laredo,Public Relations Managers,**,18.3,38070,2000
TX,Laredo,Administrative Services Managers,210,16.32,33940,2000
TX,Laredo,Computer and Information Systems Managers,70,28.56,59410,2000
TX,Laredo,Financial Managers,280,34.08,70880,2000
TX,Laredo,Human Resources Managers,110,21.34,44380,2000
TX,Laredo,Purchasing Managers,40,25.45,52930,2000
TX,Laredo,"Transportation, Storage, and Distribution Managers",380,19.67,40900,2000
TX,Laredo,Construction Managers,70,28.12,58490,2000
TX,Laredo,"Education Administrators, Preschool and Child Care Center/Program",**,16.22,33730,2000
TX,Laredo,Engineering Managers,30,32.76,68150,2000
TX,Laredo,Food Service Managers,190,13.17,27390,2000
TX,Laredo,Medical and Health Services Managers,90,20.35,42330,2000
TX,Laredo,Social and Community Service Managers,30,15.94,33160,2000
TX,Laredo,Business and Financial Operations Occupations,1880,20.74,43140,2000
TX,Laredo,"Wholesale and Retail Buyers, Except Farm Products",30,22.26,46300,2000
TX,Laredo,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",40,16.63,34590,2000
TX,Laredo,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",460,18.63,38750,2000
TX,Laredo,"Employment, Recruitment, and Placement Specialists",50,13.56,28210,2000
TX,Laredo,"Compensation, Benefits, and Job Analysis Specialists",50,13.95,29020,2000
TX,Laredo,Training and Development Specialists,50,18.15,37740,2000
TX,Laredo,Management Analysts,40,25.41,52860,2000
TX,Laredo,Accountants and Auditors,380,24.22,50380,2000
TX,Laredo,Budget Analysts,**,20.11,41830,2000
TX,Laredo,Credit Analysts,30,18.59,38660,2000
TX,Laredo,Loan Counselors,**,13.63,28360,2000
TX,Laredo,"Tax Examiners, Collectors, and Revenue Agents",60,19.62,40800,2000
TX,Laredo,Computer and Mathematical Occupations,**,21.32,44340,2000
TX,Laredo,Computer Programmers,80,19.49,40550,2000
TX,Laredo,Computer Support Specialists,230,16.53,34380,2000
TX,Laredo,Computer Systems Analysts,70,22.34,46460,2000
TX,Laredo,Network and Computer Systems Administrators,**,22.88,47590,2000
TX,Laredo,Network Systems and Data Communications Analysts,**,25.51,53060,2000
TX,Laredo,Architecture and Engineering Occupations,350,19.2,39940,2000
TX,Laredo,Civil Engineers,30,24.22,50370,2000
TX,Laredo,"Life, Physical, and Social Science Occupations",180,18.24,37930,2000
TX,Laredo,"Geoscientists, Except Hydrologists and Geographers",**,35.72,74290,2000
TX,Laredo,Community and Social Services Occupations,520,17.08,35530,2000
TX,Laredo,Substance Abuse and Behavioral Disorder Counselors,40,12.19,25350,2000
TX,Laredo,Medical and Public Health Social Workers,40,15.9,33060,2000
TX,Laredo,Health Educators,30,15.69,32630,2000
TX,Laredo,Social and Human Service Assistants,140,11.9,24740,2000
TX,Laredo,Legal Occupations,140,27.9,58020,2000
TX,Laredo,Lawyers,60,46.32,96340,2000
TX,Laredo,Paralegals and Legal Assistants,30,17.24,35870,2000
TX,Laredo,"Title Examiners, Abstractors, and Searchers",30,10.76,22390,2000
TX,Laredo,"Education, Training, and Library Occupations",6000,16.68,34690,2000
TX,Laredo,"Preschool Teachers, Except Special Education",350,11.58,24100,2000
TX,Laredo,"Kindergarten Teachers, Except Special Education",**,*,36720,2000
TX,Laredo,"Elementary School Teachers, Except Special Education",**,*,39630,2000
TX,Laredo,Librarians,100,21.65,45040,2000
TX,Laredo,Library Technicians,30,9.59,19940,2000
TX,Laredo,Instructional Coordinators,30,26.67,55470,2000
TX,Laredo,Teacher Assistants,1570,*,17710,2000
TX,Laredo,"Arts, Design, Entertainment, Sports, and Media Occupations",350,10,20790,2000
TX,Laredo,Floral Designers,**,7.76,16140,2000
TX,Laredo,Graphic Designers,30,11.63,24190,2000
TX,Laredo,Public Relations Specialists,30,17.63,36670,2000
TX,Laredo,Healthcare Practitioners and Technical Occupations,1990,15.64,32540,2000
TX,Laredo,Dietitians and Nutritionists,40,12.23,25440,2000
TX,Laredo,Pharmacists,50,31.94,66440,2000
TX,Laredo,Family and General Practitioners,**,64.9,134980,2000
TX,Laredo,Registered Nurses,**,15.37,31960,2000
TX,Laredo,Occupational Therapists,**,12.41,25820,2000
TX,Laredo,Physical Therapists,70,19.33,40210,2000
TX,Laredo,Emergency Medical Technicians and Paramedics,140,9.95,20690,2000
TX,Laredo,Pharmacy Technicians,40,10.2,21220,2000
TX,Laredo,Licensed Practical and Licensed Vocational Nurses,170,13.23,27510,2000
TX,Laredo,Medical Records and Health Information Technicians,60,8.89,18490,2000
TX,Laredo,"Opticians, Dispensing",**,8.14,16930,2000
TX,Laredo,Healthcare Support Occupations,2610,6.73,14000,2000
TX,Laredo,Home Health Aides,1710,6.03,12550,2000
TX,Laredo,"Nursing Aides, Orderlies, and Attendants",500,6.78,14100,2000
TX,Laredo,Physical Therapist Aides,**,7.3,15180,2000
TX,Laredo,Dental Assistants,110,9.01,18740,2000
TX,Laredo,Medical Assistants,**,8.16,16970,2000
TX,Laredo,Pharmacy Aides,**,6.91,14380,2000
TX,Laredo,Protective Service Occupations,2640,14.65,30480,2000
TX,Laredo,First-Line Supervisors/Managers of Police and Detectives,200,26.44,55000,2000
TX,Laredo,Detectives and Criminal Investigators,110,21.85,45460,2000
TX,Laredo,Police and Sheriff's Patrol Officers,990,18.83,39180,2000
TX,Laredo,Security Guards,810,6.73,14000,2000
TX,Laredo,Food Preparation and Serving Related Occupations,5280,6.76,14060,2000
TX,Laredo,First-Line Supervisors/Managers of Food Preparation and Serving Workers,220,11,22880,2000
TX,Laredo,"Cooks, Fast Food",290,5.93,12340,2000
TX,Laredo,"Cooks, Institution and Cafeteria",130,6.71,13970,2000
TX,Laredo,"Cooks, Restaurant",**,6.96,14470,2000
TX,Laredo,"Cooks, Short Order",50,6.78,14110,2000
TX,Laredo,Food Preparation Workers,410,6.56,13630,2000
TX,Laredo,Bartenders,110,6.41,13340,2000
TX,Laredo,"Combined Food Preparation and Serving Workers, Including Fast Food",1150,6.04,12570,2000
TX,Laredo,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",340,6.98,14520,2000
TX,Laredo,Waiters and Waitresses,**,6.65,13830,2000
TX,Laredo,"Food Servers, Nonrestaurant",**,5.93,12330,2000
TX,Laredo,Dishwashers,120,5.99,12460,2000
TX,Laredo,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",**,5.86,12180,2000
TX,Laredo,Building and Grounds Cleaning and Maintenance Occupations,2230,7.29,15160,2000
TX,Laredo,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,120,9.46,19670,2000
TX,Laredo,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",40,9.7,20170,2000
